sentence1,sentence2,sentence2_masked,label,subjects,objects,ids,people,places
"Lee didn't visit Jose, Joseph has visited Elmer",Christian didn't visit Clinton or Lee didn't visit Jose,Christian didn't visit Clinton [MASK] Lee didn't visit Jose,or,"Lee, Joseph, Christian","Jose, Elmer, Clinton",0,"Lee, Joseph, Jose, Elmer, Christian",
"Oscar has visited Thomas, Herbert didn't visit Port Gibson",Oscar has visited Thomas or Kelly has visited Ian,Oscar has visited Thomas [MASK] Kelly has visited Ian,or,"Oscar, Herbert, Kelly","Thomas, Port Gibson, Ian",0,"Oscar, Herbert, Thomas, Kelly",Port Gibson
"Shane has visited West Plains, Kenneth has visited Shawn",Shane has visited West Plains and Kenneth has visited Shawn,Shane has visited West Plains [MASK] Kenneth has visited Shawn,and,"Shane, Kenneth","West Plains, Shawn","0, 1","Shane, Kenneth, Shawn",West Plains
"Julian has visited Williston, Armando didn't visit Duane",Armando didn't visit Duane or Willard has visited Patrick,Armando didn't visit Duane [MASK] Willard has visited Patrick,or,"Julian, Armando, Willard","Williston, Duane, Patrick",1,"Julian, Armando, Duane, Willard",Williston
"Fred has visited Lynchburg, Kevin has visited Ted",Fred has visited Lynchburg or Daniel didn't visit Salem,Fred has visited Lynchburg [MASK] Daniel didn't visit Salem,or,"Fred, Kevin, Daniel","Lynchburg, Ted, Salem",0,"Fred, Kevin, Ted, Daniel","Lynchburg, Salem"
"Frank has visited Leonard, Christian didn't visit Little Falls",Frank has visited Leonard and Christian didn't visit Little Falls,Frank has visited Leonard [MASK] Christian didn't visit Little Falls,and,"Frank, Christian","Leonard, Little Falls","0, 1","Frank, Christian, Leonard",Little Falls
"Jerome didn't visit Bethesda-Chevy Chase, Dwight didn't visit Oscar",Jerome didn't visit Bethesda-Chevy Chase and Dwight didn't visit Oscar,Jerome didn't visit Bethesda-Chevy Chase [MASK] Dwight didn't visit Oscar,and,"Jerome, Dwight","Bethesda-Chevy Chase, Oscar","0, 1","Jerome, Dwight, Oscar",Bethesda-Chevy Chase
"Angel has visited Floyd, Albert didn't visit Byron",Albert didn't visit Byron or Ricardo didn't visit Milton,Albert didn't visit Byron [MASK] Ricardo didn't visit Milton,or,"Angel, Albert, Ricardo","Floyd, Byron, Milton",1,"Angel, Albert, Floyd, Byron, Ricardo",
"Paul has visited Brad, Don has visited Belen",Micheal has visited Ricardo or Paul has visited Brad,Micheal has visited Ricardo [MASK] Paul has visited Brad,or,"Paul, Don, Micheal","Brad, Belen, Ricardo",0,"Paul, Don, Brad, Micheal",Belen
"Troy didn't visit Oscar, Louis didn't visit Ryan",Steven didn't visit Nyack or Troy didn't visit Oscar,Steven didn't visit Nyack [MASK] Troy didn't visit Oscar,or,"Troy, Louis, Steven","Oscar, Ryan, Nyack",0,"Troy, Louis, Oscar, Ryan, Steven",Nyack
"Sergio has visited Charlie, Greg has visited Gerald",Greg has visited Gerald and Sergio has visited Charlie,Greg has visited Gerald [MASK] Sergio has visited Charlie,and,"Sergio, Greg","Charlie, Gerald","0, 1","Sergio, Greg, Gerald, Charlie",
"Billy has visited Tuscaloosa, Larry didn't visit Pawtucket",Roger didn't visit Ten Sleep or Billy has visited Tuscaloosa,Roger didn't visit Ten Sleep [MASK] Billy has visited Tuscaloosa,or,"Billy, Larry, Roger","Tuscaloosa, Pawtucket, Ten Sleep",0,"Billy, Larry, Roger","Tuscaloosa, Ten Sleep, Pawtucket"
"Gene has visited Hugh, Ricardo didn't visit Alan",Gene has visited Hugh and Ricardo didn't visit Alan,Gene has visited Hugh [MASK] Ricardo didn't visit Alan,and,"Gene, Ricardo","Hugh, Alan","0, 1","Gene, Ricardo, Alan, Hugh",
"Ronnie has visited Faribault, Raymond has visited Edward",Raymond has visited Edward or Alvin has visited Alberto,Raymond has visited Edward [MASK] Alvin has visited Alberto,or,"Ronnie, Raymond, Alvin","Faribault, Edward, Alberto",1,"Ronnie, Raymond, Edward, Alvin",Faribault
"Alberto has visited Petersburg, Salvador has visited Manti",Salvador has visited Manti and Alberto has visited Petersburg,Salvador has visited Manti [MASK] Alberto has visited Petersburg,and,"Alberto, Salvador","Petersburg, Manti","0, 1","Alberto, Salvador","Manti, Petersburg"
"Derrick has visited Leonard, Daryl has visited Ron",Daryl has visited Ron and Derrick has visited Leonard,Daryl has visited Ron [MASK] Derrick has visited Leonard,and,"Derrick, Daryl","Leonard, Ron","0, 1","Derrick, Daryl, Leonard, Ron",
"Ricky has visited Great Bend, Tony has visited Cecil",Tony has visited Cecil or Armando didn't visit Enrique,Tony has visited Cecil [MASK] Armando didn't visit Enrique,or,"Ricky, Tony, Armando","Great Bend, Cecil, Enrique",1,"Ricky, Tony, Cecil, Armando",Great Bend
"Milton didn't visit Millville, Darren has visited Richard",Milton didn't visit Millville and Darren has visited Richard,Milton didn't visit Millville [MASK] Darren has visited Richard,and,"Milton, Darren","Millville, Richard","0, 1","Milton, Darren, Richard",Millville
"Javier has visited Ricky, Timothy has visited Elizabeth",Timothy has visited Elizabeth and Javier has visited Ricky,Timothy has visited Elizabeth [MASK] Javier has visited Ricky,and,"Javier, Timothy","Ricky, Elizabeth","0, 1","Javier, Timothy, Ricky",Elizabeth
"Jacob has visited Hot Springs, Adam didn't visit Randy",Rafael didn't visit Lloyd or Adam didn't visit Randy,Rafael didn't visit Lloyd [MASK] Adam didn't visit Randy,or,"Jacob, Adam, Rafael","Hot Springs, Randy, Lloyd",1,"Jacob, Adam, Randy, Rafael",Hot Springs
"Mario didn't visit Johnny, Neil has visited Bloomsburg",Neil has visited Bloomsburg and Mario didn't visit Johnny,Neil has visited Bloomsburg [MASK] Mario didn't visit Johnny,and,"Mario, Neil","Johnny, Bloomsburg","0, 1","Mario, Neil, Johnny",Bloomsburg
"Craig has visited Casey, Shane didn't visit Bobby",Shane didn't visit Bobby and Craig has visited Casey,Shane didn't visit Bobby [MASK] Craig has visited Casey,and,"Craig, Shane","Casey, Bobby","0, 1","Craig, Shane, Casey, Bobby",
"Jonathan has visited Andover, Darren has visited Farmington",Darren has visited Farmington and Jonathan has visited Andover,Darren has visited Farmington [MASK] Jonathan has visited Andover,and,"Jonathan, Darren","Andover, Farmington","0, 1","Jonathan, Darren","Farmington, Andover"
"Luis has visited Pittsfield, Clarence didn't visit Ronnie",Luis has visited Pittsfield or Sam has visited Jerome,Luis has visited Pittsfield [MASK] Sam has visited Jerome,or,"Luis, Clarence, Sam","Pittsfield, Ronnie, Jerome",0,"Luis, Clarence, Ronnie, Sam",Pittsfield
"Steve didn't visit Gary, Roberto has visited Alan",Steve didn't visit Gary and Roberto has visited Alan,Steve didn't visit Gary [MASK] Roberto has visited Alan,and,"Steve, Roberto","Gary, Alan","0, 1","Steve, Roberto, Gary, Alan",
"Travis didn't visit Berlin, Wayne didn't visit Jerome",Wayne didn't visit Jerome and Travis didn't visit Berlin,Wayne didn't visit Jerome [MASK] Travis didn't visit Berlin,and,"Travis, Wayne","Berlin, Jerome","0, 1","Travis, Wayne, Jerome",Berlin
"Leon didn't visit Edward, Angel has visited Carl",Angel has visited Carl or Christopher has visited Boone,Angel has visited Carl [MASK] Christopher has visited Boone,or,"Leon, Angel, Christopher","Edward, Carl, Boone",1,"Leon, Angel, Carl, Edward, Christopher",Boone
"Norman didn't visit Branford, Marvin has visited Groton",Norman didn't visit Branford or Ian has visited Gastonia,Norman didn't visit Branford [MASK] Ian has visited Gastonia,or,"Norman, Marvin, Ian","Branford, Groton, Gastonia",0,"Norman, Marvin, Ian","Gastonia, Branford, Groton"
"Jessie didn't visit Billy, Edwin has visited Irving",Edwin has visited Irving and Jessie didn't visit Billy,Edwin has visited Irving [MASK] Jessie didn't visit Billy,and,"Jessie, Edwin","Billy, Irving","0, 1","Jessie, Edwin, Billy",Irving
"Steven didn't visit Tommy, Howard has visited Jerry",Steven didn't visit Tommy or Samuel has visited Parkersburg,Steven didn't visit Tommy [MASK] Samuel has visited Parkersburg,or,"Steven, Howard, Samuel","Tommy, Jerry, Parkersburg",0,"Steven, Howard, Tommy, Jerry, Samuel",Parkersburg
"Ross didn't visit Glenn, Lance didn't visit Ely",Ross didn't visit Glenn and Lance didn't visit Ely,Ross didn't visit Glenn [MASK] Lance didn't visit Ely,and,"Ross, Lance","Glenn, Ely","0, 1","Ross, Lance, Glenn",Ely
"Ivan has visited Bill, Jesus has visited Columbus",Ivan has visited Bill and Jesus has visited Columbus,Ivan has visited Bill [MASK] Jesus has visited Columbus,and,"Ivan, Jesus","Bill, Columbus","0, 1","Ivan, Jesus, Bill",Columbus
"Don didn't visit William, Terrance didn't visit Hillsboro",Terrance didn't visit Hillsboro or Casey has visited Murray,Terrance didn't visit Hillsboro [MASK] Casey has visited Murray,or,"Don, Terrance, Casey","William, Hillsboro, Murray",1,"Don, Terrance, William, Casey","Murray, Hillsboro"
"Allen has visited Hamden, Joe didn't visit Michael",Allen has visited Hamden and Joe didn't visit Michael,Allen has visited Hamden [MASK] Joe didn't visit Michael,and,"Allen, Joe","Hamden, Michael","0, 1","Allen, Joe, Michael",Hamden
"Jim didn't visit Northfield, Bill has visited Lloyd",Jim didn't visit Northfield or Frederick didn't visit Zachary,Jim didn't visit Northfield [MASK] Frederick didn't visit Zachary,or,"Jim, Bill, Frederick","Northfield, Lloyd, Zachary",0,"Jim, Bill, Lloyd, Frederick",Northfield
"Kirk has visited Rodney, Julian has visited Cedar Rapids",Vincent has visited Kenneth or Kirk has visited Rodney,Vincent has visited Kenneth [MASK] Kirk has visited Rodney,or,"Kirk, Julian, Vincent","Rodney, Cedar Rapids, Kenneth",0,"Kirk, Julian, Rodney, Vincent",Cedar Rapids
"Alfredo didn't visit Rexburg, Andre didn't visit Johnson City",Alfredo didn't visit Rexburg and Andre didn't visit Johnson City,Alfredo didn't visit Rexburg [MASK] Andre didn't visit Johnson City,and,"Alfredo, Andre","Rexburg, Johnson City","0, 1","Alfredo, Andre","Rexburg, Johnson City"
"Javier has visited Patrick, Freddie has visited Juan",Javier has visited Patrick and Freddie has visited Juan,Javier has visited Patrick [MASK] Freddie has visited Juan,and,"Javier, Freddie","Patrick, Juan","0, 1","Javier, Freddie, Juan, Patrick",
"Jessie didn't visit Gregory, Jeff has visited Concord",Jeff has visited Concord or Roy has visited Andrew,Jeff has visited Concord [MASK] Roy has visited Andrew,or,"Jessie, Jeff, Roy","Gregory, Concord, Andrew",1,"Jessie, Jeff, Gregory, Roy",Concord
"Raul has visited Darren, Kirk didn't visit Ryan",Raul has visited Darren and Kirk didn't visit Ryan,Raul has visited Darren [MASK] Kirk didn't visit Ryan,and,"Raul, Kirk","Darren, Ryan","0, 1","Raul, Kirk, Ryan, Darren",
"Perry didn't visit Indiana, Randall has visited Brian",Martin has visited San Rafael or Perry didn't visit Indiana,Martin has visited San Rafael [MASK] Perry didn't visit Indiana,or,"Perry, Randall, Martin","Indiana, Brian, San Rafael",0,"Perry, Randall, Brian, Martin","Indiana, San Rafael"
"Sean has visited New London, Everett didn't visit Swarthmore",Everett didn't visit Swarthmore and Sean has visited New London,Everett didn't visit Swarthmore [MASK] Sean has visited New London,and,"Sean, Everett","New London, Swarthmore","0, 1","Sean, Everett","Swarthmore, New London"
"Nathan didn't visit Kokomo, Chad has visited Joshua",Nathan didn't visit Kokomo and Chad has visited Joshua,Nathan didn't visit Kokomo [MASK] Chad has visited Joshua,and,"Nathan, Chad","Kokomo, Joshua","0, 1","Nathan, Chad, Joshua",Kokomo
"Troy has visited Francis, Benjamin has visited Virgil",Alberto didn't visit Leroy or Benjamin has visited Virgil,Alberto didn't visit Leroy [MASK] Benjamin has visited Virgil,or,"Troy, Benjamin, Alberto","Francis, Virgil, Leroy",1,"Troy, Benjamin, Francis, Virgil, Alberto",
"Reginald has visited Hoquiam, Michael has visited Billy",Enrique has visited Pagosa Springs or Reginald has visited Hoquiam,Enrique has visited Pagosa Springs [MASK] Reginald has visited Hoquiam,or,"Reginald, Michael, Enrique","Hoquiam, Billy, Pagosa Springs",0,"Reginald, Michael, Billy, Enrique","Hoquiam, Pagosa Springs"
"Marcus has visited Wood River, Nicholas didn't visit West Lafayette",Marcus has visited Wood River and Nicholas didn't visit West Lafayette,Marcus has visited Wood River [MASK] Nicholas didn't visit West Lafayette,and,"Marcus, Nicholas","Wood River, West Lafayette","0, 1","Marcus, Nicholas","Wood River, West Lafayette"
"David didn't visit Granite City, Armando has visited Warren",Armando has visited Warren or Jeff didn't visit Herman,Armando has visited Warren [MASK] Jeff didn't visit Herman,or,"David, Armando, Jeff","Granite City, Warren, Herman",1,"David, Armando, Warren, Jeff",Granite City
"Ivan has visited Manuel, David didn't visit Chandler",David didn't visit Chandler and Ivan has visited Manuel,David didn't visit Chandler [MASK] Ivan has visited Manuel,and,"Ivan, David","Manuel, Chandler","0, 1","Ivan, David, Manuel",Chandler
"Mike has visited Jason, Jimmie didn't visit Huntington",Jimmie didn't visit Huntington and Mike has visited Jason,Jimmie didn't visit Huntington [MASK] Mike has visited Jason,and,"Mike, Jimmie","Jason, Huntington","0, 1","Mike, Jimmie, Jason",Huntington
"Bobby has visited Cadillac, Fernando didn't visit Kirk",Bobby has visited Cadillac and Fernando didn't visit Kirk,Bobby has visited Cadillac [MASK] Fernando didn't visit Kirk,and,"Bobby, Fernando","Cadillac, Kirk","0, 1","Bobby, Fernando, Kirk",Cadillac
"Franklin has visited Harvey, Willie has visited Warren",Franklin has visited Harvey and Willie has visited Warren,Franklin has visited Harvey [MASK] Willie has visited Warren,and,"Franklin, Willie","Harvey, Warren","0, 1","Franklin, Willie, Harvey",Warren
"Marion has visited Reading, Clinton has visited Howard",Marion has visited Reading and Clinton has visited Howard,Marion has visited Reading [MASK] Clinton has visited Howard,and,"Marion, Clinton","Reading, Howard","0, 1","Marion, Clinton, Howard",Reading
"Franklin didn't visit Christopher, Luis has visited Fort Worth",Franklin didn't visit Christopher or Vernon has visited Byron,Franklin didn't visit Christopher [MASK] Vernon has visited Byron,or,"Franklin, Luis, Vernon","Christopher, Fort Worth, Byron",0,"Franklin, Luis, Christopher, Vernon",Fort Worth
"Cody didn't visit Hillsborough, Jared didn't visit Virgil",Jared didn't visit Virgil and Cody didn't visit Hillsborough,Jared didn't visit Virgil [MASK] Cody didn't visit Hillsborough,and,"Cody, Jared","Hillsborough, Virgil","0, 1","Cody, Jared, Virgil",Hillsborough
"Mark has visited Ryan, Henry has visited Clifford",Mark has visited Ryan and Henry has visited Clifford,Mark has visited Ryan [MASK] Henry has visited Clifford,and,"Mark, Henry","Ryan, Clifford","0, 1","Mark, Henry, Clifford, Ryan",
"Felix didn't visit Adrian, Scott didn't visit Winooski",Edgar has visited Aaron or Felix didn't visit Adrian,Edgar has visited Aaron [MASK] Felix didn't visit Adrian,or,"Felix, Scott, Edgar","Adrian, Winooski, Aaron",0,"Felix, Scott, Adrian, Edgar",Winooski
"Justin didn't visit Marblehead, Herman has visited Timothy",Adrian has visited Macon or Herman has visited Timothy,Adrian has visited Macon [MASK] Herman has visited Timothy,or,"Justin, Herman, Adrian","Marblehead, Timothy, Macon",1,"Justin, Herman, Timothy, Adrian","Marblehead, Macon"
"Sam has visited Chickasha, Gerald has visited Virgil",Sam has visited Chickasha and Gerald has visited Virgil,Sam has visited Chickasha [MASK] Gerald has visited Virgil,and,"Sam, Gerald","Chickasha, Virgil","0, 1","Sam, Gerald, Virgil",Chickasha
"Kent didn't visit Carl, Willie has visited Staunton",Willie has visited Staunton and Kent didn't visit Carl,Willie has visited Staunton [MASK] Kent didn't visit Carl,and,"Kent, Willie","Carl, Staunton","0, 1","Kent, Willie, Carl",Staunton
"Warren didn't visit Warwick, Darryl didn't visit Justin",Darryl didn't visit Justin and Warren didn't visit Warwick,Darryl didn't visit Justin [MASK] Warren didn't visit Warwick,and,"Warren, Darryl","Warwick, Justin","0, 1","Warren, Darryl, Justin",Warwick
"Lee has visited Alfred, Tyrone didn't visit Newburgh",Lee has visited Alfred and Tyrone didn't visit Newburgh,Lee has visited Alfred [MASK] Tyrone didn't visit Newburgh,and,"Lee, Tyrone","Alfred, Newburgh","0, 1","Lee, Tyrone, Alfred",Newburgh
"Vernon has visited Brian, Joe has visited Gunnison",Vernon has visited Brian or Tyler didn't visit Nelson,Vernon has visited Brian [MASK] Tyler didn't visit Nelson,or,"Vernon, Joe, Tyler","Brian, Gunnison, Nelson",0,"Vernon, Joe, Brian, Tyler",Gunnison
"Chad has visited Dalton, Pedro didn't visit Ken",Hugh has visited Xenia or Chad has visited Dalton,Hugh has visited Xenia [MASK] Chad has visited Dalton,or,"Chad, Pedro, Hugh","Dalton, Ken, Xenia",0,"Chad, Pedro, Ken, Hugh","Xenia, Dalton"
"Thomas didn't visit Mitchell, Vernon has visited Heber City",Vernon has visited Heber City and Thomas didn't visit Mitchell,Vernon has visited Heber City [MASK] Thomas didn't visit Mitchell,and,"Thomas, Vernon","Mitchell, Heber City","0, 1","Thomas, Vernon, Mitchell",Heber City
"Rodney has visited Alex, Ramon has visited Jorge",Ramon has visited Jorge and Rodney has visited Alex,Ramon has visited Jorge [MASK] Rodney has visited Alex,and,"Rodney, Ramon","Alex, Jorge","0, 1","Rodney, Ramon, Jorge, Alex",
"Dwayne has visited Rene, Miguel has visited Cortez",Miguel has visited Cortez and Dwayne has visited Rene,Miguel has visited Cortez [MASK] Dwayne has visited Rene,and,"Dwayne, Miguel","Rene, Cortez","0, 1","Dwayne, Miguel, Rene",Cortez
"Andy didn't visit Bartow, Bradley didn't visit Barry",Andy didn't visit Bartow or Francisco didn't visit Roberto,Andy didn't visit Bartow [MASK] Francisco didn't visit Roberto,or,"Andy, Bradley, Francisco","Bartow, Barry, Roberto",0,"Andy, Bradley, Barry, Francisco",Bartow
