sentence1,sentence2,sentence2_masked,label,subjects,objects,ids,people,places
"everyone didn't visit Port Orford, Walter has visited Fayetteville.",someone has visited Fayetteville,[MASK] has visited Fayetteville,someone,Walter,"Port Orford, Fayetteville",1,Walter,"Fayetteville, Port Orford"
"Kyle didn't visit Mitchell, someone has visited Jonathan.",it's false that everyone has visited Mitchell,it's false that [MASK] has visited Mitchell,everyone,Kyle,"Mitchell, Jonathan",0,"Kyle, Jonathan, Mitchell",
"everyone has visited Ross, someone has visited Kevin.",it's false that someone didn't visit Ross,it's false that [MASK] didn't visit Ross,someone,,"Ross, Kevin",0,"Ross, Kevin",
"Tim didn't visit Chad, Edward has visited Lincoln.",it's false that everyone has visited Chad,it's false that [MASK] has visited Chad,everyone,"Tim, Edward","Chad, Lincoln",0,"Tim, Edward, Chad",Lincoln
"Arthur has visited Shelton, everyone has visited Scott.",someone has visited Shelton,[MASK] has visited Shelton,someone,Arthur,"Shelton, Scott",0,"Arthur, Scott",Shelton
"everyone didn't visit Cory, Jaime has visited Tracy.",someone has visited Tracy,[MASK] has visited Tracy,someone,Jaime,"Cory, Tracy",1,"Jaime, Tracy, Cory",
"Jessie has visited Lawrence, Tommy didn't visit Derry.",someone has visited Lawrence,[MASK] has visited Lawrence,someone,"Jessie, Tommy","Lawrence, Derry",0,"Jessie, Tommy, Lawrence",Derry
"everyone has visited Felix, everyone didn't visit Uniontown.",it's false that someone didn't visit Felix,it's false that [MASK] didn't visit Felix,someone,,"Felix, Uniontown",0,Felix,Uniontown
"everyone has visited Bill, Andy didn't visit Clifton.",it's false that everyone has visited Clifton,it's false that [MASK] has visited Clifton,everyone,Andy,"Bill, Clifton",1,"Andy, Bill, Clifton",
"Alvin has visited Salvador, Rodney didn't visit Wellesley.",it's false that everyone has visited Wellesley,it's false that [MASK] has visited Wellesley,everyone,"Alvin, Rodney","Salvador, Wellesley",1,"Alvin, Rodney, Salvador",Wellesley
"Lance didn't visit Tom, Lloyd didn't visit Nanticoke.",it's false that everyone has visited Tom,it's false that [MASK] has visited Tom,everyone,"Lance, Lloyd","Tom, Nanticoke",0,"Lance, Lloyd, Tom",Nanticoke
"Jesse has visited Asheville, Glen didn't visit Allen.",someone has visited Asheville,[MASK] has visited Asheville,someone,"Jesse, Glen","Asheville, Allen",0,"Jesse, Glen, Allen",Asheville
"Melvin has visited Darryl, Everett has visited Troy.",someone has visited Troy,[MASK] has visited Troy,someone,"Melvin, Everett","Darryl, Troy",1,"Melvin, Everett, Troy, Darryl",
"Clifton didn't visit Leslie, Arthur didn't visit Sheffield.",it's false that everyone has visited Leslie,it's false that [MASK] has visited Leslie,everyone,"Clifton, Arthur","Leslie, Sheffield",0,"Clifton, Arthur, Leslie",Sheffield
"Mathew has visited Holdenville, everyon has visited Jesse.",it's false that someone didn't visit Jesse,it's false that [MASK] didn't visit Jesse,someone,"Mathew, everyon","Holdenville, Jesse",1,"Mathew, everyon, Jesse",Holdenville
"everyone has visited Bath, everyone has visited Michael.",it's false that someone didn't visit Michael,it's false that [MASK] didn't visit Michael,someone,,"Bath, Michael",1,Michael,Bath
"Lance didn't visit Oscar, someone has visited Rock Hill.",it's false that everyone has visited Oscar,it's false that [MASK] has visited Oscar,everyone,Lance,"Oscar, Rock Hill",0,"Lance, Oscar",Rock Hill
"someone didn't visit Summit, Roger didn't visit Jesse.",it's false that everyone has visited Jesse,it's false that [MASK] has visited Jesse,everyone,Roger,"Summit, Jesse",1,"Roger, Jesse",Summit
"everyone didn't visit Calvin, everyone has visited Rock Island.",it's false that someone didn't visit Rock Island,it's false that [MASK] didn't visit Rock Island,someone,,"Calvin, Rock Island",1,Calvin,Rock Island
"everyone didn't visit Springfield, Dave didn't visit Pedro.",it's false that everyone has visited Pedro,it's false that [MASK] has visited Pedro,everyone,Dave,"Springfield, Pedro",1,"Dave, Pedro",Springfield
"everyone didn't visit William, Virgil didn't visit Rutherford.",it's false that everyone has visited Rutherford,it's false that [MASK] has visited Rutherford,everyone,Virgil,"William, Rutherford",1,"Virgil, William",Rutherford
"someone has visited Astoria, Johnny didn't visit Gordon.",it's false that everyone has visited Gordon,it's false that [MASK] has visited Gordon,everyone,Johnny,"Astoria, Gordon",1,"Johnny, Gordon",Astoria
"Victor has visited Springfield, someone didn't visit Manuel.",someone has visited Springfield,[MASK] has visited Springfield,someone,Victor,"Springfield, Manuel",0,"Victor, Manuel",Springfield
"Jessie didn't visit Samuel, Nelson didn't visit Derek.",it's false that everyone has visited Derek,it's false that [MASK] has visited Derek,everyone,"Jessie, Nelson","Samuel, Derek",1,"Jessie, Nelson, Derek, Samuel",
"David didn't visit Kansas, Anthony has visited Alex.",it's false that everyone has visited Kansas,it's false that [MASK] has visited Kansas,everyone,"David, Anthony","Kansas, Alex",0,"David, Anthony, Alex",Kansas
"Johnnie didn't visit Ruben, Russell didn't visit Darren.",someone didn't visit Darren,[MASK] didn't visit Darren,someone,"Johnnie, Russell","Ruben, Darren",1,"Johnnie, Russell, Ruben, Darren",
"everyone has visited Forest Hills, someone has visited Elgin.",it's false that someone didn't visit Forest Hills,it's false that [MASK] didn't visit Forest Hills,someone,,"Forest Hills, Elgin",0,,"Elgin, Forest Hills"
"Mario has visited Bob, Jessie has visited Columbia.",someone has visited Bob,[MASK] has visited Bob,someone,"Mario, Jessie","Bob, Columbia",0,"Mario, Jessie, Bob",Columbia
"Mike didn't visit Randy, someone didn't visit Welch.",someone didn't visit Randy,[MASK] didn't visit Randy,someone,Mike,"Randy, Welch",0,"Mike, Randy",Welch
"Sean didn't visit Cody, Kyle didn't visit East Liverpool.",someone didn't visit Cody,[MASK] didn't visit Cody,someone,"Sean, Kyle","Cody, East Liverpool",0,"Sean, Kyle, Cody",East Liverpool
"everyone didn't visit Lock Haven, Larry didn't visit Scott.",someone didn't visit Scott,[MASK] didn't visit Scott,someone,Larry,"Lock Haven, Scott",1,"Larry, Scott",Lock Haven
"Alfredo didn't visit Dover, Dustin didn't visit Perry.",it's false that everyone has visited Dover,it's false that [MASK] has visited Dover,everyone,"Alfredo, Dustin","Dover, Perry",0,"Alfredo, Dustin, Perry",Dover
"Jimmie has visited West Covina, Clifton has visited Woodstock.",someone has visited Woodstock,[MASK] has visited Woodstock,someone,"Jimmie, Clifton","West Covina, Woodstock",1,"Jimmie, Clifton","Woodstock, West Covina"
"everyone has visited Oklahoma City, everyone didn't visit Easton.",it's false that someone didn't visit Oklahoma City,it's false that [MASK] didn't visit Oklahoma City,someone,,"Oklahoma City, Easton",0,,"Oklahoma City, Easton"
"Max didn't visit Walpi, everyone has visited Everett.",it's false that everyone has visited Walpi,it's false that [MASK] has visited Walpi,everyone,Max,"Walpi, Everett",0,"Max, Everett",Walpi
"Fernando didn't visit Jacksonville, Ryan didn't visit Daytona Beach.",it's false that everyone has visited Jacksonville,it's false that [MASK] has visited Jacksonville,everyone,"Fernando, Ryan","Jacksonville, Daytona Beach",0,"Fernando, Ryan","Jacksonville, Daytona Beach"
"Sam didn't visit Montpelier, Manuel didn't visit Floyd.",it's false that everyone has visited Floyd,it's false that [MASK] has visited Floyd,everyone,"Sam, Manuel","Montpelier, Floyd",1,"Sam, Manuel, Floyd",Montpelier
"Ronald didn't visit Ricardo, Rafael didn't visit Kearney.",it's false that everyone has visited Ricardo,it's false that [MASK] has visited Ricardo,everyone,"Ronald, Rafael","Ricardo, Kearney",0,"Ronald, Rafael, Ricardo",Kearney
"everyone has visited Jeffrey, everyone has visited Beloit.",it's false that someone didn't visit Beloit,it's false that [MASK] didn't visit Beloit,someone,,"Jeffrey, Beloit",1,Jeffrey,Beloit
"Douglas didn't visit Gary, everyone has visited Belmont.",someone didn't visit Gary,[MASK] didn't visit Gary,someone,Douglas,"Gary, Belmont",0,"Douglas, Gary",Belmont
"Johnnie has visited Roland, someone has visited Hershey.",someone has visited Roland,[MASK] has visited Roland,someone,Johnnie,"Roland, Hershey",0,"Johnnie, Roland",Hershey
"Reginald didn't visit Charlie, someone didn't visit Miles City.",it's false that everyone has visited Charlie,it's false that [MASK] has visited Charlie,everyone,Reginald,"Charlie, Miles City",0,"Reginald, Charlie",Miles City
"Randy has visited Nicholas, Eddie didn't visit Bainbridge.",it's false that everyone has visited Bainbridge,it's false that [MASK] has visited Bainbridge,everyone,"Randy, Eddie","Nicholas, Bainbridge",1,"Randy, Eddie, Nicholas",Bainbridge
"Lee has visited Bessemer, Marcus didn't visit Long Branch.",it's false that everyone has visited Long Branch,it's false that [MASK] has visited Long Branch,everyone,"Lee, Marcus","Bessemer, Long Branch",1,"Lee, Marcus","Long Branch, Bessemer"
"Fernando didn't visit Pass Christian, Chad has visited Daryl.",it's false that everyone has visited Pass Christian,it's false that [MASK] has visited Pass Christian,everyone,"Fernando, Chad","Pass Christian, Daryl",0,"Fernando, Chad, Daryl",Pass Christian
"Oscar didn't visit Passaic, Earl didn't visit Youngstown.",it's false that everyone has visited Passaic,it's false that [MASK] has visited Passaic,everyone,"Oscar, Earl","Passaic, Youngstown",0,"Oscar, Earl","Youngstown, Passaic"
"Walter didn't visit Edgar, Jonatha didn't visit Wenatchee.",it's false that everyone has visited Wenatchee,it's false that [MASK] has visited Wenatchee,everyone,"Walter, Jonatha","Edgar, Wenatchee",1,"Walter, Jonatha, Edgar",Wenatchee
"Cecil has visited Attleboro, everyone has visited Barstow.",someone has visited Attleboro,[MASK] has visited Attleboro,someone,Cecil,"Attleboro, Barstow",0,Cecil,"Barstow, Attleboro"
"everyone didn't visit Curtis, Glenn didn't visit Tracy.",it's false that everyone has visited Tracy,it's false that [MASK] has visited Tracy,everyone,Glenn,"Curtis, Tracy",1,"Glenn, Curtis, Tracy",
"Lawrence didn't visit Carl, everyone didn't visit North Dakota.",it's false that everyone has visited Carl,it's false that [MASK] has visited Carl,everyone,Lawrence,"Carl, North Dakota",0,"Lawrence, Carl",North Dakota
"someone has visited Bossier City, Norman didn't visit Westerly.",it's false that everyone has visited Westerly,it's false that [MASK] has visited Westerly,everyone,Norman,"Bossier City, Westerly",1,Norman,"Bossier City, Westerly"
"Kurt has visited Pascagoula, Luis didn't visit Ron.",it's false that everyone has visited Ron,it's false that [MASK] has visited Ron,everyone,"Kurt, Luis","Pascagoula, Ron",1,"Kurt, Luis, Ron",Pascagoula
"Melvin has visited Randall, Eugene didn't visit Athens.",it's false that everyone has visited Athens,it's false that [MASK] has visited Athens,everyone,"Melvin, Eugene","Randall, Athens",1,"Melvin, Eugene, Randall",Athens
"Todd has visited Zachary, everyone has visited Jersey City.",it's false that someone didn't visit Jersey City,it's false that [MASK] didn't visit Jersey City,someone,Todd,"Zachary, Jersey City",1,"Todd, Zachary",Jersey City
"someone has visited McMinnville, Daniel didn't visit Keyser.",it's false that everyone has visited Keyser,it's false that [MASK] has visited Keyser,everyone,Daniel,"McMinnville, Keyser",1,Daniel,"McMinnville, Keyser"
"someone didn't visit Newton, Felix didn't visit Harold.",it's false that everyone has visited Harold,it's false that [MASK] has visited Harold,everyone,Felix,"Newton, Harold",1,"Felix, Harold",Newton
"Jason didn't visit Dean, Jesus has visited Ponca City.",someone has visited Ponca City,[MASK] has visited Ponca City,someone,"Jason, Jesus","Dean, Ponca City",1,"Jason, Jesus, Dean",Ponca City
"someone has visited Nicholas, Andre has visited Raymond.",someone has visited Raymond,[MASK] has visited Raymond,someone,Andre,"Nicholas, Raymond",1,"Andre, Raymond, Nicholas",
"everyon has visited Mitchell, someone has visited Enrique.",it's false that someone didn't visit Mitchell,it's false that [MASK] didn't visit Mitchell,someone,everyon,"Mitchell, Enrique",0,"everyon, Enrique",Mitchell
"Tim didn't visit Barry, Cecil didn't visit Wilmington.",it's false that everyone has visited Barry,it's false that [MASK] has visited Barry,everyone,"Tim, Cecil","Barry, Wilmington",0,"Tim, Cecil, Barry",Wilmington
"everyone has visited Bay City, Maurice didn't visit Francisco.",it's false that everyone has visited Francisco,it's false that [MASK] has visited Francisco,everyone,Maurice,"Bay City, Francisco",1,"Maurice, Francisco",Bay City
"someone has visited Javier, everyone has visited Shelbyville.",it's false that someone didn't visit Shelbyville,it's false that [MASK] didn't visit Shelbyville,someone,,"Javier, Shelbyville",1,Javier,Shelbyville
"Leo didn't visit Rawlins, Kirk didn't visit Roberto.",someone didn't visit Roberto,[MASK] didn't visit Roberto,someone,"Leo, Kirk","Rawlins, Roberto",1,"Leo, Kirk, Roberto",Rawlins
"Armando didn't visit Dwayne, Felix didn't visit Fred.",it's false that everyone has visited Fred,it's false that [MASK] has visited Fred,everyone,"Armando, Felix","Dwayne, Fred",1,"Armando, Felix, Fred, Dwayne",
"everyone has visited Cody, Pedro didn't visit Great Barrington.",it's false that someone didn't visit Cody,it's false that [MASK] didn't visit Cody,someone,Pedro,"Cody, Great Barrington",0,"Pedro, Cody",Great Barrington
"Gene didn't visit Tyrone, Hector didn't visit Nathaniel.",it's false that everyone has visited Tyrone,it's false that [MASK] has visited Tyrone,everyone,"Gene, Hector","Tyrone, Nathaniel",0,"Gene, Hector, Tyrone, Nathaniel",
"everyone has visited Rome, someone didn't visit Angel.",it's false that someone didn't visit Rome,it's false that [MASK] didn't visit Rome,someone,,"Rome, Angel",0,Angel,Rome
"Brandon didn't visit Claude, Clayton has visited Hobart.",it's false that everyone has visited Claude,it's false that [MASK] has visited Claude,everyone,"Brandon, Clayton","Claude, Hobart",0,"Brandon, Clayton, Claude",Hobart
"everyone has visited Johnny, everyone didn't visit Brattleboro.",it's false that someone didn't visit Johnny,it's false that [MASK] didn't visit Johnny,someone,,"Johnny, Brattleboro",0,Johnny,Brattleboro
"Johnny didn't visit Julio, Marc didn't visit Trenton.",it's false that everyone has visited Julio,it's false that [MASK] has visited Julio,everyone,"Johnny, Marc","Julio, Trenton",0,"Johnny, Marc, Julio",Trenton
"Kurt didn't visit Spearfish, everyone has visited Modesto.",it's false that someone didn't visit Modesto,it's false that [MASK] didn't visit Modesto,someone,Kurt,"Spearfish, Modesto",1,Kurt,"Spearfish, Modesto"
"someone has visited Washington, Marc didn't visit Southington.",it's false that everyone has visited Southington,it's false that [MASK] has visited Southington,everyone,Marc,"Washington, Southington",1,Marc,"Southington, Washington"
"someone has visited Harrisburg, everyone has visited Wallace.",it's false that someone didn't visit Wallace,it's false that [MASK] didn't visit Wallace,someone,,"Harrisburg, Wallace",1,Wallace,Harrisburg
"Elmer didn't visit Kurt, Edwin didn't visit Paris.",someone didn't visit Kurt,[MASK] didn't visit Kurt,someone,"Elmer, Edwin","Kurt, Paris",0,"Elmer, Edwin, Kurt",Paris
"everyone didn't visit Shawn, Alan didn't visit Nahant.",it's false that everyone has visited Nahant,it's false that [MASK] has visited Nahant,everyone,Alan,"Shawn, Nahant",1,"Alan, Shawn",Nahant
"Ramon didn't visit Redding, Francis has visited Norman.",it's false that everyone has visited Redding,it's false that [MASK] has visited Redding,everyone,"Ramon, Francis","Redding, Norman",0,"Ramon, Francis, Norman",Redding
